"","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd"
"261",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour","2012-03-21",81,2012,61.93
"262",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour","2012-03-28",88,2012,75.02
"263",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First bud colour","2012-03-28",88,2012,75.02
"264",14,"C7•","M. sargentiana","1988-0065.01","First bud colour","2012-03-25",85,2012,63.93
"265",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour","2012-04-04",95,2012,86.52
"266",20,"C9•","M. stellata","1972-0218.01","First bud colour","2012-04-15",106,2012,130.07
"267",22,"DB•","M. sprengeri","1980-0041.01","First bud colour","2012-03-21",81,2012,61.93
"268",27,"H3•","M. campbellii","1982-0939.06","First bud colour","2012-03-21",81,2012,61.93
"269",28,"H3•","M. campbellii","1983-0456.01","First bud colour","2012-03-21",81,2012,61.93
"270",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour","2012-04-08",99,2012,92.62
"271",38,"D2•","M. sargentiana","1982-1437.04","First bud colour","2012-03-17",77,2012,61.33
"272",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour","2012-03-25",85,2012,63.93
"273",44,"D6•","M. campbellii","1974-1054.01","First bud colour","2012-03-17",77,2012,61.33
"274",50,"D5•","M. campbellii","1978-0361.01","First bud colour","2012-04-01",92,2012,79.77
"275",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First bud colour","2012-04-11",102,2012,110.37
"276",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First bud colour","2012-04-01",92,2012,79.77
"277",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First bud colour","2012-04-08",99,2012,92.62
"278",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First bud colour","2012-04-08",99,2012,92.62
"279",67,"E7•","M. campbellii","1979-0244.01","First bud colour","2012-03-28",88,2012,75.02
"280",71,"BC•","M. zenii","1986-0146.01","First bud colour","2012-03-17",77,2012,61.33
"281",73,"A2•","M. cylindrica","1982-0947.01","First bud colour","2012-04-11",102,2012,110.37
"282",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First bud colour","2012-04-11",102,2012,110.37
"283",76,"G6•","M. cylindrica","1992-0484.02","First bud colour","2012-04-22",113,2012,163.05
"284",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First bud colour","2012-03-21",81,2012,61.93
"285",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First bud colour","2012-05-06",127,2012,244.14
"286",81,"A6•","M. amoena","2001-0559.02","First bud colour","2012-04-01",92,2012,79.77
"287",82,"B7•","M. maudiae","2002-0460.01","First bud colour","2012-04-22",113,2012,163.05
"288",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First flower fully open","2012-04-11",102,2012,110.37
"289",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First flower fully open","2012-03-25",85,2012,63.93
"290",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First flower fully open","2012-03-28",88,2012,75.02
"291",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First flower fully open","2012-03-28",88,2012,75.02
"292",14,"C7•","M. sargentiana","1988-0065.01","First flower fully open","2012-04-01",92,2012,79.77
"293",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First flower fully open","2012-04-15",106,2012,130.07
"294",20,"C9•","M. stellata","1972-0218.01","First flower fully open","2012-04-22",113,2012,163.05
"295",22,"DB•","M. sprengeri","1980-0041.01","First flower fully open","2012-04-08",99,2012,92.62
"296",27,"H3•","M. campbellii","1982-0939.06","First flower fully open","2012-04-01",92,2012,79.77
"297",28,"H3•","M. campbellii","1983-0456.01","First flower fully open","2012-04-01",92,2012,79.77
"298",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First flower fully open","2012-04-08",99,2012,92.62
"299",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First flower fully open","2012-04-15",106,2012,130.07
"300",38,"D2•","M. sargentiana","1982-1437.04","First flower fully open","2012-03-25",85,2012,63.93
"301",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First flower fully open","2012-04-11",102,2012,110.37
"302",44,"D6•","M. campbellii","1974-1054.01","First flower fully open","2012-04-04",95,2012,86.52
"303",50,"D5•","M. campbellii","1978-0361.01","First flower fully open","2012-04-08",99,2012,92.62
"304",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open","2012-04-15",106,2012,130.07
"305",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open","2012-04-01",92,2012,79.77
"306",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open","2012-04-15",106,2012,130.07
"307",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open","2012-04-15",106,2012,130.07
"308",67,"E7•","M. campbellii","1979-0244.01","First flower fully open","2012-04-11",102,2012,110.37
"309",71,"BC•","M. zenii","1986-0146.01","First flower fully open","2012-04-11",102,2012,110.37
"310",73,"A2•","M. cylindrica","1982-0947.01","First flower fully open","2012-04-15",106,2012,130.07
"311",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First flower fully open","2012-04-25",116,2012,184.49
"312",76,"G6•","M. cylindrica","1992-0484.02","First flower fully open","2012-04-25",116,2012,184.49
"313",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open","2012-03-25",85,2012,63.93
"314",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First flower fully open","2012-05-13",134,2012,292.59
"315",81,"A6•","M. amoena","2001-0559.02","First flower fully open","2012-04-04",95,2012,86.52
"316",82,"B7•","M. maudiae","2002-0460.01","First flower fully open","2012-05-13",134,2012,292.59
"317",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom","2012-04-15",106,2012,130.07
"318",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom","2012-04-04",95,2012,86.52
"319",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Peak bloom","2012-04-04",95,2012,86.52
"320",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom","2012-04-15",106,2012,130.07
"321",14,"C7•","M. sargentiana","1988-0065.01","Peak bloom","2012-04-04",95,2012,86.52
"322",20,"C9•","M. stellata","1972-0218.01","Peak bloom","2012-04-29",120,2012,209.04
"323",22,"DB•","M. sprengeri","1980-0041.01","Peak bloom","2012-04-15",106,2012,130.07
"324",27,"H3•","M. campbellii","1982-0939.06","Peak bloom","2012-04-11",102,2012,110.37
"325",28,"H3•","M. campbellii","1983-0456.01","Peak bloom","2012-04-11",102,2012,110.37
"326",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Peak bloom","2012-04-15",106,2012,130.07
"327",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom","2012-04-22",113,2012,163.05
"328",38,"D2•","M. sargentiana","1982-1437.04","Peak bloom","2012-04-04",95,2012,86.52
"329",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom","2012-04-15",106,2012,130.07
"330",44,"D6•","M. campbellii","1974-1054.01","Peak bloom","2012-04-15",106,2012,130.07
"331",50,"D5•","M. campbellii","1978-0361.01","Peak bloom","2012-04-15",106,2012,130.07
"332",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Peak bloom","2012-04-18",109,2012,142.31
"333",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Peak bloom","2012-04-04",95,2012,86.52
"334",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Peak bloom","2012-04-18",109,2012,142.31
"335",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Peak bloom","2012-04-15",106,2012,130.07
"336",67,"E7•","M. campbellii","1979-0244.01","Peak bloom","2012-04-15",106,2012,130.07
"337",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Peak bloom","2012-04-25",116,2012,184.49
"338",76,"G6•","M. cylindrica","1992-0484.02","Peak bloom","2012-04-25",116,2012,184.49
"339",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Peak bloom","2012-04-01",92,2012,79.77
"340",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Peak bloom","2012-05-23",144,2012,368.34
"341",81,"A6•","M. amoena","2001-0559.02","Peak bloom","2012-04-11",102,2012,110.37
"342",82,"B7•","M. maudiae","2002-0460.01","Peak bloom","2012-05-13",134,2012,292.59
"343",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First tepal drop","2012-04-11",102,2012,110.37
"344",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First tepal drop","2012-03-28",88,2012,75.02
"345",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First tepal drop","2012-04-04",95,2012,86.52
"346",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First tepal drop","2012-04-04",95,2012,86.52
"347",14,"C7•","M. sargentiana","1988-0065.01","First tepal drop","2012-04-08",99,2012,92.62
"348",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First tepal drop","2012-04-15",106,2012,130.07
"349",20,"C9•","M. stellata","1972-0218.01","First tepal drop","2012-05-02",123,2012,224.39
"350",22,"DB•","M. sprengeri","1980-0041.01","First tepal drop","2012-04-11",102,2012,110.37
"351",27,"H3•","M. campbellii","1982-0939.06","First tepal drop","2012-04-11",102,2012,110.37
"352",28,"H3•","M. campbellii","1983-0456.01","First tepal drop","2012-04-08",99,2012,92.62
"353",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First tepal drop","2012-04-15",106,2012,130.07
"354",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First tepal drop","2012-04-15",106,2012,130.07
"355",38,"D2•","M. sargentiana","1982-1437.04","First tepal drop","2012-03-28",88,2012,75.02
"356",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First tepal drop","2012-04-18",109,2012,142.31
"357",44,"D6•","M. campbellii","1974-1054.01","First tepal drop","2012-04-11",102,2012,110.37
"358",50,"D5•","M. campbellii","1978-0361.01","First tepal drop","2012-05-23",144,2012,368.34
"359",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First tepal drop","2012-04-15",106,2012,130.07
"360",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First tepal drop","2012-04-04",95,2012,86.52
"361",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First tepal drop","2012-04-18",109,2012,142.31
"362",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First tepal drop","2012-04-22",113,2012,163.05
"363",67,"E7•","M. campbellii","1979-0244.01","First tepal drop","2012-04-18",109,2012,142.31
"364",71,"BC•","M. zenii","1986-0146.01","First tepal drop","2012-04-15",106,2012,130.07
"365",73,"A2•","M. cylindrica","1982-0947.01","First tepal drop","2012-04-22",113,2012,163.05
"366",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First tepal drop","2012-04-29",120,2012,209.04
"367",76,"G6•","M. cylindrica","1992-0484.02","First tepal drop","2012-04-29",120,2012,209.04
"368",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop","2012-04-01",92,2012,79.77
"369",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First tepal drop","2012-05-23",144,2012,368.34
"370",81,"A6•","M. amoena","2001-0559.02","First tepal drop","2012-04-11",102,2012,110.37
"371",82,"B7•","M. maudiae","2002-0460.01","First tepal drop","2012-06-10",162,2012,NA
"372",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop","2012-05-16",137,2012,318.14
"373",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop","2012-05-02",123,2012,224.39
"374",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Last tepal drop","2012-04-29",120,2012,209.04
"375",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Last tepal drop","2012-04-29",120,2012,209.04
"376",14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop","2012-05-16",137,2012,318.14
"377",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop","2012-05-16",137,2012,318.14
"378",20,"C9•","M. stellata","1972-0218.01","Last tepal drop","2012-06-03",155,2012,NA
"379",22,"DB•","M. sprengeri","1980-0041.01","Last tepal drop","2012-05-16",137,2012,318.14
"380",27,"H3•","M. campbellii","1982-0939.06","Last tepal drop","2012-05-02",123,2012,224.39
"381",28,"H3•","M. campbellii","1983-0456.01","Last tepal drop","2012-05-02",123,2012,224.39
"382",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Last tepal drop","2012-05-13",134,2012,292.59
"383",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Last tepal drop","2012-05-27",148,2012,404.39
"384",38,"D2•","M. sargentiana","1982-1437.04","Last tepal drop","2012-05-02",123,2012,224.39
"385",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Last tepal drop","2012-06-06",158,2012,NA
"386",44,"D6•","M. campbellii","1974-1054.01","Last tepal drop","2012-05-20",141,2012,345.94
"387",50,"D5•","M. campbellii","1978-0361.01","Last tepal drop","2012-05-02",123,2012,224.39
"388",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Last tepal drop","2012-05-16",137,2012,318.14
"389",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Last tepal drop","2012-05-02",123,2012,224.39
"390",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Last tepal drop","2012-05-27",148,2012,404.39
"391",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Last tepal drop","2012-05-02",123,2012,224.39
"392",67,"E7•","M. campbellii","1979-0244.01","Last tepal drop","2012-05-06",127,2012,244.14
"393",71,"BC•","M. zenii","1986-0146.01","Last tepal drop","2012-05-06",127,2012,244.14
"394",73,"A2•","M. cylindrica","1982-0947.01","Last tepal drop","2012-05-27",148,2012,404.39
"395",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Last tepal drop","2012-05-13",134,2012,292.59
"396",76,"G6•","M. cylindrica","1992-0484.02","Last tepal drop","2012-05-23",144,2012,368.34
"397",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Last tepal drop","2012-05-16",137,2012,318.14
"398",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Last tepal drop","2012-05-31",152,2012,437.99
"399",81,"A6•","M. amoena","2001-0559.02","Last tepal drop","2012-05-06",127,2012,244.14
"400",82,"B7•","M. maudiae","2002-0460.01","Last tepal drop","2012-06-10",162,2012,NA
"401",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First green seen","2012-04-18",109,2012,142.31
"402",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First green seen","2012-04-18",109,2012,142.31
"403",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First green seen","2012-04-18",109,2012,142.31
"404",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First green seen","2012-04-29",120,2012,209.04
"405",14,"C7•","M. sargentiana","1988-0065.01","First green seen","2012-04-15",106,2012,130.07
"406",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First green seen","2012-04-18",109,2012,142.31
"407",20,"C9•","M. stellata","1972-0218.01","First green seen","2012-04-15",106,2012,130.07
"408",22,"DB•","M. sprengeri","1980-0041.01","First green seen","2012-04-15",106,2012,130.07
"409",27,"H3•","M. campbellii","1982-0939.06","First green seen","2012-04-18",109,2012,142.31
"410",28,"H3•","M. campbellii","1983-0456.01","First green seen","2012-04-18",109,2012,142.31
"411",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First green seen","2012-04-18",109,2012,142.31
"412",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First green seen","2012-04-18",109,2012,142.31
"413",38,"D2•","M. sargentiana","1982-1437.04","First green seen","2012-04-15",106,2012,130.07
"414",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First green seen","2012-04-15",106,2012,130.07
"415",44,"D6•","M. campbellii","1974-1054.01","First green seen","2012-05-16",137,2012,318.14
"416",50,"D5•","M. campbellii","1978-0361.01","First green seen","2012-04-15",106,2012,130.07
"417",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First green seen","2012-04-15",106,2012,130.07
"418",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First green seen","2012-04-15",106,2012,130.07
"419",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First green seen","2012-04-15",106,2012,130.07
"420",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First green seen","2012-04-22",113,2012,163.05
"421",67,"E7•","M. campbellii","1979-0244.01","First green seen","2012-04-22",113,2012,163.05
"422",71,"BC•","M. zenii","1986-0146.01","First green seen","2012-04-22",113,2012,163.05
"423",73,"A2•","M. cylindrica","1982-0947.01","First green seen","2012-04-15",106,2012,130.07
"424",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First green seen","2012-04-15",106,2012,130.07
"425",76,"G6•","M. cylindrica","1992-0484.02","First green seen","2012-04-27",118,2012,195.94
"426",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First green seen","2012-04-15",106,2012,130.07
"427",81,"A6•","M. amoena","2001-0559.02","First green seen","2012-04-22",113,2012,163.05
"428",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First bud colour","2013-03-27",86,2013,81.7
"429",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour","2013-03-20",79,2013,69.55
"430",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour","2013-03-31",90,2013,100.45
"431",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First bud colour","2013-03-31",90,2013,100.45
"432",14,"C7•","M. sargentiana","1988-0065.01","First bud colour","2013-03-24",83,2013,71.5
"433",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour","2013-03-31",90,2013,100.45
"434",20,"C9•","M. stellata","1972-0218.01","First bud colour","2013-04-07",97,2013,137.59
"435",22,"DB•","M. sprengeri","1980-0041.01","First bud colour","2013-03-31",90,2013,100.45
"436",27,"H3•","M. campbellii","1982-0939.06","First bud colour","2013-03-31",90,2013,100.45
"437",28,"H3•","M. campbellii","1983-0456.01","First bud colour","2013-03-24",83,2013,71.5
"438",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First bud colour","2013-03-31",90,2013,100.45
"439",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour","2013-03-31",90,2013,100.45
"440",38,"D2•","M. sargentiana","1982-1437.04","First bud colour","2013-03-20",79,2013,69.55
"441",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour","2013-03-31",90,2013,100.45
